"id","rings"
2,"13"
6,"4"
12,"14"
18,"18"
19,"15"
20,"24"
31,"3"
36,"15"
37,"18"
39,"3"
41,"21"
42,"9"
43,"14"
46,"13"
48,"9"
54,"21"
55,"24"
57,"13"
58,"24"
66,"15"
71,"5"
73,"1"
82,"13"
92,"16"
101,"12"
115,"17"
133,"10"
136,"18"
138,"16"
139,"16"
141,"4"
142,"7"
148,"14"
150,"23"
156,"19"
157,"5"
161,"9"
166,"12"
167,"24"
172,"8"
176,"14"
182,"12"
183,"18"
184,"10"
191,"1"
201,"24"
203,"23"
204,"4"
208,"18"
211,"17"
220,"6"
224,"19"
227,"10"
228,"23"
230,"1"
233,"5"
236,"4"
237,"8"
245,"11"
248,"5"
250,"6"
252,"5"
254,"5"
263,"7"
266,"6"
267,"12"
273,"4"
274,"21"
281,"14"
285,"2"
287,"1"
291,"3"
292,"6"
293,"6"
297,"4"
305,"23"
310,"15"
312,"6"
316,"18"
317,"18"
320,"1"
321,"6"
326,"23"
327,"4"
331,"15"
336,"14"
338,"20"
343,"14"
344,"4"
352,"13"
356,"7"
365,"2"
366,"14"
370,"14"
371,"2"
374,"24"
375,"12"
376,"8"
377,"6"
381,"24"
387,"13"
391,"20"
393,"18"
394,"12"
396,"6"
402,"24"
405,"11"
407,"15"
416,"4"
421,"24"
422,"17"
427,"2"
444,"23"
445,"5"
460,"5"
465,"20"
469,"19"
470,"3"
488,"2"
496,"24"
499,"6"
500,"20"
510,"9"
516,"2"
522,"21"
526,"5"
530,"16"
543,"7"
544,"3"
550,"15"
554,"10"
557,"12"
560,"20"
564,"11"
565,"10"
578,"1"
582,"2"
593,"12"
605,"21"
607,"13"
613,"13"
627,"8"
632,"5"
635,"3"
641,"5"
653,"19"
662,"13"
663,"24"
665,"7"
669,"19"
670,"10"
678,"2"
680,"23"
683,"4"
698,"20"
708,"16"
712,"19"
719,"3"
725,"12"
734,"10"
735,"1"
741,"4"
742,"2"
745,"4"
753,"15"
755,"3"
769,"23"
773,"20"
775,"20"
785,"18"
786,"7"
790,"19"
791,"7"
797,"15"
800,"1"
802,"13"
804,"5"
809,"11"
810,"21"
812,"8"
820,"14"
824,"3"
827,"5"
835,"10"
842,"11"
856,"15"
859,"14"
864,"21"
881,"23"
882,"7"
883,"2"
887,"3"
890,"15"
894,"18"
895,"3"
910,"24"
919,"3"
926,"14"
944,"14"
946,"24"
951,"4"
962,"21"
967,"15"
969,"24"
970,"1"
972,"14"
974,"1"
975,"17"
980,"12"
981,"12"
985,"1"
1015,"5"
1017,"19"
1022,"10"
1035,"18"
1039,"20"
1042,"3"
1044,"15"
1050,"10"
1053,"4"
1065,"4"
1066,"19"
1072,"7"
1073,"11"
1086,"6"
1092,"15"
1093,"24"
1094,"14"
1095,"23"
1111,"6"
1121,"15"
1135,"24"
1136,"1"
1142,"14"
1148,"21"
1149,"11"
1153,"6"
1159,"11"
1161,"6"
1170,"24"
1173,"2"
1176,"23"
1181,"15"
1183,"16"
1193,"20"
1203,"6"
1205,"1"
1209,"20"
1211,"12"
1243,"23"
1263,"12"
1274,"11"
1278,"1"
1280,"11"
1289,"5"
1297,"19"
1301,"21"
1312,"4"
1314,"3"
1316,"4"
1332,"24"
1334,"11"
1337,"17"
1341,"24"
1345,"9"
1348,"8"
1359,"6"
1361,"23"
1371,"19"
1376,"7"
1379,"1"
1394,"20"
1399,"8"
1401,"1"
1409,"1"
1414,"23"
1420,"24"
1425,"23"
1426,"5"
1427,"1"
1429,"23"
1432,"10"
1443,"20"
1461,"21"
1470,"18"
1471,"19"
1477,"13"
1479,"7"
1481,"15"
1486,"6"
1507,"14"
1509,"15"
1510,"10"
1516,"20"
1533,"17"
1541,"19"
1542,"1"
1546,"11"
1553,"14"
1558,"8"
1560,"13"
1561,"4"
1572,"11"
1575,"1"
1582,"20"
1585,"6"
1587,"8"
1589,"4"
1592,"1"
1597,"5"
1604,"13"
1605,"19"
1612,"13"
1617,"18"
1621,"15"
1623,"20"
1628,"11"
1633,"7"
1640,"18"
1641,"10"
1657,"21"
1659,"2"
1663,"8"
1664,"23"
1670,"5"
1694,"19"
1697,"14"
1703,"8"
1708,"3"
1710,"13"
1711,"10"
1714,"12"
1732,"21"
1735,"13"
1745,"10"
1747,"6"
1749,"23"
1756,"3"
1761,"5"
1763,"6"
1764,"21"
1765,"2"
1768,"20"
1775,"13"
1784,"20"
1785,"5"
1793,"13"
1801,"21"
1808,"7"
1812,"4"
1818,"20"
1819,"21"
1822,"16"
1829,"24"
1834,"24"
1837,"15"
1856,"1"
1864,"16"
1866,"24"
1867,"6"
1869,"7"
1871,"11"
1872,"12"
1873,"9"
1878,"17"
1882,"3"
1894,"14"
1895,"13"
1898,"23"
1905,"4"
1910,"6"
1913,"12"
1924,"13"
1927,"21"
1944,"14"
1958,"19"
1960,"23"
1965,"5"
1972,"2"
1975,"6"
1978,"21"
1982,"14"
1983,"5"
1989,"20"
1994,"20"
2010,"8"
2015,"17"
2020,"6"
2021,"4"
2024,"15"
2038,"24"
2043,"2"
2047,"1"
2070,"15"
2077,"9"
2078,"2"
2079,"19"
2081,"10"
2083,"11"
2085,"2"
2086,"24"
2106,"21"
2107,"9"
2114,"6"
2124,"2"
2125,"11"
2130,"17"
2147,"23"
2159,"24"
2162,"7"
2169,"23"
2172,"13"
2174,"21"
2175,"13"
2178,"17"
2183,"18"
2194,"23"
2204,"1"
2206,"18"
2210,"10"
2216,"20"
2221,"8"
2223,"19"
2233,"23"
2237,"20"
2251,"21"
2255,"10"
2261,"14"
2272,"6"
2280,"24"
2291,"8"
2307,"6"
