lemma,pos,neg,obj
一丝不苟,1.0,0.0,0.0
一举成名,1.0,0.0,0.0
一大步,1.0,0.0,0.0
一定,1.0,0.0,0.0
一尘不染,1.0,0.0,0.0
一应俱全,1.0,0.0,0.0
一往情深,1.0,0.0,0.0
一往无前,1.0,0.0,0.0
一日千里,1.0,0.0,0.0
一枝独秀,1.0,0.0,0.0
一概而论,1.0,0.0,0.0
一流,1.0,0.0,0.0
一球成名,1.0,0.0,0.0
一等奖,1.0,0.0,0.0
一线希望,1.0,0.0,0.0
一致,1.0,0.0,0.0
一致性,1.0,0.0,0.0
一见钟情,1.0,0.0,0.0
一览无余,1.0,0.0,0.0
一路顺风,1.0,0.0,0.0
一颗定心丸,1.0,0.0,0.0
一鸣惊人,1.0,0.0,0.0
七彩,1.0,0.0,0.0
万事大吉,1.0,0.0,0.0
万全,1.0,0.0,0.0
万军,1.0,0.0,0.0
万无一失,1.0,0.0,0.0
万能,1.0,0.0,0.0
上升,1.0,0.0,0.0
上口,1.0,0.0,0.0
上帝,1.0,0.0,0.0
上帝赐予的,1.0,0.0,0.0
上帝赐给,1.0,0.0,0.0
上扬,1.0,0.0,0.0
上攻,1.0,0.0,0.0
上流社会,1.0,0.0,0.0
上涨,1.0,0.0,0.0
上进心,1.0,0.0,0.0
下功夫,1.0,0.0,0.0
不争,1.0,0.0,0.0
不亦乐乎,1.0,0.0,0.0
不仅,1.0,0.0,0.0
不仅仅,1.0,0.0,0.0
不倦,1.0,0.0,0.0
不凡,1.0,0.0,0.0
不加掩饰,1.0,0.0,0.0
不动声色,1.0,0.0,0.0
不受约束,1.0,0.0,0.0
不可估量,1.0,0.0,0.0
不可估量的,1.0,0.0,0.0
不可侵犯,1.0,0.0,0.0
不可侵犯的,1.0,0.0,0.0
不可取,1.0,0.0,0.0
不可否认,1.0,0.0,0.0
不可思议,1.0,0.0,0.0
不可想象,1.0,0.0,0.0
不可或缺,1.0,0.0,0.0
不可战胜,1.0,0.0,0.0
不可战胜的,1.0,0.0,0.0
不可抗拒,1.0,0.0,0.0
不可抗拒的,1.0,0.0,0.0
不可磨灭,1.0,0.0,0.0
不可磨灭的,1.0,0.0,0.0
不可缺少,1.0,0.0,0.0
不可置疑,1.0,0.0,0.0
不可辩驳,1.0,0.0,0.0
不可阻挡,1.0,0.0,0.0
不同寻常,1.0,0.0,0.0
不妨,1.0,0.0,0.0
不妨一试,1.0,0.0,0.0
不安,1.0,0.0,0.0
不容置疑,1.0,0.0,0.0
不容置疑的,1.0,0.0,0.0
不寻常,1.0,0.0,0.0
不寻常的,1.0,0.0,0.0
不屈不挠,1.0,0.0,0.0
不常见,1.0,0.0,0.0
不平凡,1.0,0.0,0.0
不幸的,1.0,0.0,0.0
不怕,1.0,0.0,0.0
不愧,1.0,0.0,0.0
不愧为,1.0,0.0,0.0
不懈,1.0,0.0,0.0
不懈努力,1.0,0.0,0.0
不折不扣,1.0,0.0,0.0
不拘一格,1.0,0.0,0.0
不敢,1.0,0.0,0.0
不敢当,1.0,0.0,0.0
不易之论,1.0,0.0,0.0
不朽,1.0,0.0,0.0
不朽的,1.0,0.0,0.0
不歇,1.0,0.0,0.0
不渝,1.0,0.0,0.0
不满意,1.0,0.0,0.0
不知疲倦,1.0,0.0,0.0
不知疲倦地,1.0,0.0,0.0
不知道,1.0,0.0,0.0
不菲,1.0,0.0,0.0
不落俗套,1.0,0.0,0.0
不虚此行,1.0,0.0,0.0
不费,1.0,0.0,0.0
不起眼,1.0,0.0,0.0
不透水,1.0,0.0,0.0
不错,1.0,0.0,0.0
与世无争,1.0,0.0,0.0
与会者,1.0,0.0,0.0
专业,1.0,0.0,0.0
专业性,1.0,0.0,0.0
专业面,1.0,0.0,0.0
专人,1.0,0.0,0.0
专家,1.0,0.0,0.0
专心,1.0,0.0,0.0
专案,1.0,0.0,0.0
专案组,1.0,0.0,0.0
专用,1.0,0.0,0.0
专用线,1.0,0.0,0.0
专用车,1.0,0.0,0.0
专门,1.0,0.0,0.0
专门性,1.0,0.0,0.0
专项,1.0,0.0,0.0
世外桃源,1.0,0.0,0.0
世界著名的,1.0,0.0,0.0
世界闻名的,1.0,0.0,0.0
业绩,1.0,0.0,0.0
严格,1.0,0.0,0.0
严谨,1.0,0.0,0.0
个人崇拜,1.0,0.0,0.0
个性,1.0,0.0,0.0
个性化,1.0,0.0,0.0
中奖,1.0,0.0,0.0
中度,1.0,0.0,0.0
中庸,1.0,0.0,0.0
中庸之道,1.0,0.0,0.0
中影,1.0,0.0,0.0
丰厚,1.0,0.0,0.0
丰富,1.0,0.0,0.0
丰富多彩,1.0,0.0,0.0
丰富多样,1.0,0.0,0.0
丰富度,1.0,0.0,0.0
丰富性,1.0,0.0,0.0
丰富的,1.0,0.0,0.0
丰收,1.0,0.0,0.0
丰润,1.0,0.0,0.0
丰盛,1.0,0.0,0.0
丰硕,1.0,0.0,0.0
丹参,1.0,0.0,0.0
丹心,1.0,0.0,0.0
主人,1.0,0.0,0.0
主人公,1.0,0.0,0.0
主人翁,1.0,0.0,0.0
主力,1.0,0.0,0.0
主动,1.0,0.0,0.0
主动型,1.0,0.0,0.0
主张,1.0,0.0,0.0
主控,1.0,0.0,0.0
主要,1.0,0.0,0.0
主角,1.0,0.0,0.0
丽人,1.0,0.0,0.0
举世无双,1.0,0.0,0.0
举世瞩目,1.0,0.0,0.0
举杯,1.0,0.0,0.0
举止端庄,1.0,0.0,0.0
义人,1.0,0.0,0.0
义务性,1.0,0.0,0.0
义务服务,1.0,0.0,0.0
义愤,1.0,0.0,0.0
义战,1.0,0.0,0.0
义无反顾,1.0,0.0,0.0
义重,1.0,0.0,0.0
义隆,1.0,0.0,0.0
乐,1.0,0.0,0.0
乐于,1.0,0.0,0.0
乐园,1.0,0.0,0.0
乐土,1.0,0.0,0.0
乐意,1.0,0.0,0.0
乐而忘返,1.0,0.0,0.0
乐观,1.0,0.0,0.0
乐观主义,1.0,0.0,0.0
乐趣,1.0,0.0,0.0
乖乖,1.0,0.0,0.0
了不起,1.0,0.0,0.0
了解,1.0,0.0,0.0
争光,1.0,0.0,0.0
争创,1.0,0.0,0.0
争取,1.0,0.0,0.0
争强,1.0,0.0,0.0
争强好胜,1.0,0.0,0.0
事业有成,1.0,0.0,0.0
云雀,1.0,0.0,0.0
云集,1.0,0.0,0.0
云霞,1.0,0.0,0.0
互利,1.0,0.0,0.0
互助,1.0,0.0,0.0
互补,1.0,0.0,0.0
五彩缤纷,1.0,0.0,0.0
五星,1.0,0.0,0.0
五星上将,1.0,0.0,0.0
五星级,1.0,0.0,0.0
五月花,1.0,0.0,0.0
五脏俱全,1.0,0.0,0.0
五谷​​丰登,1.0,0.0,0.0
亘古,1.0,0.0,0.0
亢奋,1.0,0.0,0.0
交好,1.0,0.0,0.0
交朋友,1.0,0.0,0.0
交流,1.0,0.0,0.0
交谈,1.0,0.0,0.0
交际,1.0,0.0,0.0
产生,1.0,0.0,0.0
亨通,1.0,0.0,0.0
享乐,1.0,0.0,0.0
享受,1.0,0.0,0.0
享受性,1.0,0.0,0.0
享有,1.0,0.0,0.0
享用,1.0,0.0,0.0
享誉,1.0,0.0,0.0
享负盛名,1.0,0.0,0.0
亮丽,1.0,0.0,0.0
亮泽,1.0,0.0,0.0
亮点,1.0,0.0,0.0
亮眼,1.0,0.0,0.0
亮粉,1.0,0.0,0.0
亲人,1.0,0.0,0.0
亲切,1.0,0.0,0.0
亲切感,1.0,0.0,0.0
亲北京,1.0,0.0,0.0
亲北京的,1.0,0.0,0.0
亲华,1.0,0.0,0.0
亲古巴,1.0,0.0,0.0
亲和,1.0,0.0,0.0
亲和平,1.0,0.0,0.0
亲善,1.0,0.0,0.0
亲善杯,1.0,0.0,0.0
亲密,1.0,0.0,0.0
亲密关系,1.0,0.0,0.0
亲密区,1.0,0.0,0.0
亲密性,1.0,0.0,0.0
亲情,1.0,0.0,0.0
亲昵,1.0,0.0,0.0
亲民,1.0,0.0,0.0
亲热,1.0,0.0,0.0
亲爱,1.0,0.0,0.0
亲爱的,1.0,0.0,0.0
亲美,1.0,0.0,0.0
亲近,1.0,0.0,0.0
亲近感,1.0,0.0,0.0
人性化,1.0,0.0,0.0
人才,1.0,0.0,0.0
人文,1.0,0.0,0.0
人权,1.0,0.0,0.0
人格,1.0,0.0,0.0
人气,1.0,0.0,0.0
人物,1.0,0.0,0.0
人类,1.0,0.0,0.0
人道,1.0,0.0,0.0
仁义,1.0,0.0,0.0
仁心,1.0,0.0,0.0
仁慈,1.0,0.0,0.0
仁慈的,1.0,0.0,0.0
仁政,1.0,0.0,0.0
仁是,1.0,0.0,0.0
仁爱,1.0,0.0,0.0
仁者,1.0,0.0,0.0
仁至,1.0,0.0,0.0
仁至义尽,1.0,0.0,0.0
仁让,1.0,0.0,0.0
从事,1.0,0.0,0.0
从事理论,1.0,0.0,0.0
仗义,1.0,0.0,0.0
付酬,1.0,0.0,0.0
代表作,1.0,0.0,0.0
令人信服,1.0,0.0,0.0
令人兴奋,1.0,0.0,0.0
令人兴奋的,1.0,0.0,0.0
令人印象,1.0,0.0,0.0
令人印象深刻,1.0,0.0,0.0
令人叫绝,1.0,0.0,0.0
令人叹为观止,1.0,0.0,0.0
令人吃惊,1.0,0.0,0.0
令人吃惊的,1.0,0.0,0.0
令人向往,1.0,0.0,0.0
令人咋舌,1.0,0.0,0.0
令人回味,1.0,0.0,0.0
令人回味的,1.0,0.0,0.0
令人回想,1.0,0.0,0.0
令人尊敬,1.0,0.0,0.0
令人心旷神怡,1.0,0.0,0.0
令人心醉,1.0,0.0,0.0
令人惊叹,1.0,0.0,0.0
令人惊叹的,1.0,0.0,0.0
令人惊喜,1.0,0.0,0.0
令人惊奇,1.0,0.0,0.0
令人惊奇的,1.0,0.0,0.0
令人惊异,1.0,0.0,0.0
令人惊讶,1.0,0.0,0.0
令人惊讶的,1.0,0.0,0.0
令人惊讶的是,1.0,0.0,0.0
令人愉快,1.0,0.0,0.0
令人愉快的,1.0,0.0,0.0
令人愉悦,1.0,0.0,0.0
令人意想不到,1.0,0.0,0.0
令人感动,1.0,0.0,0.0
令人振奋,1.0,0.0,0.0
令人振奋的,1.0,0.0,0.0
令人敬佩,1.0,0.0,0.0
令人极为,1.0,0.0,0.0
令人欣喜,1.0,0.0,0.0
令人欣慰,1.0,0.0,0.0
令人欣慰的,1.0,0.0,0.0
令人毛骨悚然,1.0,0.0,0.0
令人浮想联翩,1.0,0.0,0.0
令人满意,1.0,0.0,0.0
令人激动,1.0,0.0,0.0
令人眩晕,1.0,0.0,0.0
令人眼花缭乱,1.0,0.0,0.0
令人着急,1.0,0.0,0.0
令人着迷,1.0,0.0,0.0
令人瞩目,1.0,0.0,0.0
令人神往,1.0,0.0,0.0
令人称奇,1.0,0.0,0.0
令人称羡,1.0,0.0,0.0
令人称道,1.0,0.0,0.0
令人窒息,1.0,0.0,0.0
令人羡慕,1.0,0.0,0.0
令人羡慕的,1.0,0.0,0.0
令人耳目一新,1.0,0.0,0.0
令人自豪,1.0,0.0,0.0
令人赞赏不已,1.0,0.0,0.0
令人钦佩,1.0,0.0,0.0
令人钦佩的,1.0,0.0,0.0
令人陶醉,1.0,0.0,0.0
令人难以忘怀,1.0,0.0,0.0
令人难以抗拒,1.0,0.0,0.0
令人难以置信,1.0,0.0,0.0
令人难以置信的,1.0,0.0,0.0
令人难忘,1.0,0.0,0.0
令人难忘的,1.0,0.0,0.0
令人震惊,1.0,0.0,0.0
令人震惊的,1.0,0.0,0.0
令人震撼,1.0,0.0,0.0
令人高兴,1.0,0.0,0.0
令人高兴的,1.0,0.0,0.0
令人高兴的是,1.0,0.0,0.0
令人鼓舞,1.0,0.0,0.0
令人鼓舞的,1.0,0.0,0.0
以德服人,1.0,0.0,0.0
仪仗队,1.0,0.0,0.0
仪态,1.0,0.0,0.0
仰慕,1.0,0.0,0.0
仰慕者,1.0,0.0,0.0
价值,1.0,0.0,0.0
价格,1.0,0.0,0.0
任人唯贤,1.0,0.0,0.0
任性,1.0,0.0,0.0
休养生息,1.0,0.0,0.0
众志成城,1.0,0.0,0.0
众望所归,1.0,0.0,0.0
优丽,1.0,0.0,0.0
优于,1.0,0.0,0.0
优先,1.0,0.0,0.0
优先级,1.0,0.0,0.0
优先股,1.0,0.0,0.0
优势,1.0,0.0,0.0
优化,1.0,0.0,0.0
优厚,1.0,0.0,0.0
优异,1.0,0.0,0.0
优待,1.0,0.0,0.0
优惠,1.0,0.0,0.0
优点,1.0,0.0,0.0
优秀,1.0,0.0,0.0
优秀奖,1.0,0.0,0.0
优秀的,1.0,0.0,0.0
优等生,1.0,0.0,0.0
优级,1.0,0.0,0.0
优美,1.0,0.0,0.0
优胜者,1.0,0.0,0.0
优胜者杯,1.0,0.0,0.0
优良,1.0,0.0,0.0
优质,1.0,0.0,0.0
优越,1.0,0.0,0.0
优越的,1.0,0.0,0.0
优选,1.0,0.0,0.0
优雅,1.0,0.0,0.0
优雅地,1.0,0.0,0.0
伟人,1.0,0.0,0.0
伟大,1.0,0.0,0.0
伟大的,1.0,0.0,0.0
传世之作,1.0,0.0,0.0
传家宝,1.0,0.0,0.0
传情,1.0,0.0,0.0
传统,1.0,0.0,0.0
伦理,1.0,0.0,0.0
伸张,1.0,0.0,0.0
低调,1.0,0.0,0.0
体恤,1.0,0.0,0.0
体现,1.0,0.0,0.0
体谅,1.0,0.0,0.0
体贴,1.0,0.0,0.0
体面,1.0,0.0,0.0
作家,1.0,0.0,0.0
佩服,1.0,0.0,0.0
佳人,1.0,0.0,0.0
佳作,1.0,0.0,0.0
佳节,1.0,0.0,0.0
使徒,1.0,0.0,0.0
使者,1.0,0.0,0.0
侃侃而谈,1.0,0.0,0.0
例外,1.0,0.0,0.0
供不应求,1.0,0.0,0.0
依法,1.0,0.0,0.0
侠义,1.0,0.0,0.0
侠骨,1.0,0.0,0.0
便于,1.0,0.0,0.0
便利,1.0,0.0,0.0
便宜,1.0,0.0,0.0
便捷,1.0,0.0,0.0
促使,1.0,0.0,0.0
促请,1.0,0.0,0.0
促进,1.0,0.0,0.0
俊俏,1.0,0.0,0.0
俊男,1.0,0.0,0.0
俊秀,1.0,0.0,0.0
俊美,1.0,0.0,0.0
俏丽,1.0,0.0,0.0
俏皮,1.0,0.0,0.0
俏皮的,1.0,0.0,0.0
俘获,1.0,0.0,0.0
保佑,1.0,0.0,0.0
保存,1.0,0.0,0.0
保护,1.0,0.0,0.0
保护者,1.0,0.0,0.0
保真,1.0,0.0,0.0
保真度,1.0,0.0,0.0
保证,1.0,0.0,0.0
保障,1.0,0.0,0.0
信仰,1.0,0.0,0.0
信任,1.0,0.0,0.0
信奉,1.0,0.0,0.0
信奉者,1.0,0.0,0.0
信守,1.0,0.0,0.0
信实,1.0,0.0,0.0
信徒,1.0,0.0,0.0
信得过,1.0,0.0,0.0
信心,1.0,0.0,0.0
信念,1.0,0.0,0.0
信用,1.0,0.0,0.0
信誉,1.0,0.0,0.0
信誉杯,1.0,0.0,0.0
信赖,1.0,0.0,0.0
信赖地,1.0,0.0,0.0
信赖性,1.0,0.0,0.0
修长,1.0,0.0,0.0
修饰,1.0,0.0,0.0
倍受称道,1.0,0.0,0.0
倍受青睐,1.0,0.0,0.0
倜傥,1.0,0.0,0.0
倡导,1.0,0.0,0.0
倡导者,1.0,0.0,0.0
值得,1.0,0.0,0.0
值得一提,1.0,0.0,0.0
值得一提的,1.0,0.0,0.0
值得一提的有,1.0,0.0,0.0
值得一而,1.0,0.0,0.0
值得信赖的,1.0,0.0,0.0
值得做,1.0,0.0,0.0
值得崇拜,1.0,0.0,0.0
值得庆幸的,1.0,0.0,0.0
值得注意的,1.0,0.0,0.0
值得注意的是,1.0,0.0,0.0
值得的,1.0,0.0,0.0
值得称赞,1.0,0.0,0.0
值得称赞的,1.0,0.0,0.0
值得称道,1.0,0.0,0.0
值得称道的,1.0,0.0,0.0
值得赞扬,1.0,0.0,0.0
值得赞扬的,1.0,0.0,0.0
值得赞赏的,1.0,0.0,0.0
倾力,1.0,0.0,0.0
倾向,1.0,0.0,0.0
倾城,1.0,0.0,0.0
倾心,1.0,0.0,0.0
倾慕,1.0,0.0,0.0
倾注,1.0,0.0,0.0
假日,1.0,0.0,0.0
偏好,1.0,0.0,0.0
偏爱,1.0,0.0,0.0
做好了准备,1.0,0.0,0.0
做朋友,1.0,0.0,0.0
健健康康,1.0,0.0,0.0
健全,1.0,0.0,0.0
健康,1.0,0.0,0.0
健康的,1.0,0.0,0.0
健美,1.0,0.0,0.0
偶像,1.0,0.0,0.0
偶然,1.0,0.0,0.0
偶然的,1.0,0.0,0.0
偿付,1.0,0.0,0.0
偿还,1.0,0.0,0.0
催人奋进,1.0,0.0,0.0
催化,1.0,0.0,0.0
催化剂,1.0,0.0,0.0
催眠,1.0,0.0,0.0
允许,1.0,0.0,0.0
充分,1.0,0.0,0.0
充实,1.0,0.0,0.0
充沛,1.0,0.0,0.0
充满乐趣,1.0,0.0,0.0
充满了,1.0,0.0,0.0
充满亲情,1.0,0.0,0.0
充满信心,1.0,0.0,0.0
充满兴趣,1.0,0.0,0.0
充满冒险,1.0,0.0,0.0
充满创意,1.0,0.0,0.0
充满勇气,1.0,0.0,0.0
充满和谐,1.0,0.0,0.0
充满喜悦,1.0,0.0,0.0
充满天赋,1.0,0.0,0.0
充满奇光异彩,1.0,0.0,0.0
充满奇迹,1.0,0.0,0.0
充满崇敬,1.0,0.0,0.0
充满希望,1.0,0.0,0.0
充满幸福感,1.0,0.0,0.0
充满幻想,1.0,0.0,0.0
充满怜悯,1.0,0.0,0.0
充满恩典,1.0,0.0,0.0
充满想象力,1.0,0.0,0.0
充满感激,1.0,0.0,0.0
充满敬意,1.0,0.0,0.0
充满敬畏,1.0,0.0,0.0
充满机会,1.0,0.0,0.0
充满机遇,1.0,0.0,0.0
充满梦想,1.0,0.0,0.0
充满欢乐,1.0,0.0,0.0
充满欲望,1.0,0.0,0.0
充满活力,1.0,0.0,0.0
充满活力的,1.0,0.0,0.0
充满浪漫,1.0,0.0,0.0
充满温暖,1.0,0.0,0.0
充满激情,1.0,0.0,0.0
充满热情,1.0,0.0,0.0
充满爱,1.0,0.0,0.0
充满爱心,1.0,0.0,0.0
充满生机,1.0,0.0,0.0
充满神奇,1.0,0.0,0.0
